Teks|Sentimen
Gara-Gara Sembelit Keluarga Ini Cuan Rp 229 Miliar|Netral
Anti Kena Tipu! Simak Cara Bedakan Emas Antam Asli dan Palsu|Netral
Kisah Manusia Rp 1.000 Triliun dari Kalimantan, Bisnis Kayu hingga EBT|Netral
Naik Tiga Kali Lipat, Ini Daftar 12 Bangkrut Sepanjang 2024|Netral
PN Sita Eksekusi Aset Bank Panin di Kediri|Negatif
Biden Mundur Dari Pencalonan Pilpres AS, Wall Street Dibuka Bergairah|Positif
Dicabut 2021 Lalu, Sekuritas Milik Oesman Sapta Kembali Kantongi Izin|Netral
OJK Bantah Perdagangan Bursa Karbon Sepi|Netral
Jadi Calon Presiden AS Gantikan Biden, Segini Harta Kamala Harris|Netral
Sentul City (BKSL) Jual Lahan ke Genting Plantations Rp 2,05 T|Netral
AAUI Usul Premi Asuransi Wajib Kendaraan Disatukan dengan Pajak STNK|Netral
Bursa Saham RI Bakal Terapkan Short Selling, Catat Tanggalnya|Netral
KB Bank Pelopori Penilaian Kredit Berbasis AI di Indonesia|Positif
Joe Biden Mundur Pilpres AS, IHSG Ditutup Balik Lagi ke 7.300|Positif
Bank Mandiri (BMRI) Catat Penyaluran KUR Rp 19,33T per Juni 2024|Positif
Toko Kamera di Mal Ratu Plaza (DOSS) Mau IPO, Bidik Dana Segar Rp 61 M|Positif
Dana Asing Cuman Masuk Rp 690 Miliar, Dolar Naik Lagi ke Rp 16.215|Negatif
Daftar Barang Sitaan Helena Lim, Dari Alphard hingga 37 Tas Branded|Netral
Era Suku Bunga Tinggi Segera Berakhir, Siap-Siap Rupiah 'Ngegas'|Positif
Jika Trump Menang Pilpres AS, Begini Kira-kira Nasib Rupiah!|Netral
88 Tas Mewah Harvey Moeis Disita, Sandra Dewi: Itu Hasil Endorse|Netral
Warga RI Cari Rokok Murah, Saham GGRM Cs Tetap Ngebul|Positif
IHSG Berbalik Cerah, 5 Saham Big Cap Ini Jadi Penopang Sesi I|Positif
Deretan Harta Harvey Moeis yang Disita, Ada 88 Tas Mewah|Netral
Investor Tunggu Rilis Laba Big Tech, Wall Street Dibuka Cerah|Positif
Ada 7 Tersangka Baru Kasus 109 Ton Emas Antam, Ini Tanggapan Manajemen|Negatif
Jumlah Bank Bangkrut Bertambah Jadi 13, Kali Ini Di Padang|Negatif
Kredit Macet UMKM Tinggi, Usul Jokowi Soal Restruk Bakal Disetujui?|Netral
Diduga Manipulasi Saham SM Entertainment, Pendiri Kakao Corp Ditangkap|Negatif
Garuda Indonesia (GIAA) Tebar Diskon Pesawat Hingga 80%, Cek Rutenya!|Positif
Royaltama Mulia (RMKO) Bangun 2 Fasilitas Tambang, Nilainya Segini|Positif
Saham Bank Jumbo Koreksi, IHSG Ditutup Merah|Negatif
Defisit Modal Rp 5,9 Triliun, Apa Kabar Bakrie Telecom (BTEL)?|Negatif
Kamala Harris Dinilai Kurangi Ketidakpastian, Dolar Turun ke Rp16.205|Positif
Prajogo Pangestu dan Petinggi BRPT Kompak Serok Saham, Segini Nilainya|Positif
Direksi dan Komisaris Independen Telefast Indonesia (TFAS) Mundur|Negatif
Wacana Asuransi TPL Kendaraan di 2025, Airlangga: Belum Kita Bahas|Netral
Harga Batu Bara Masih Bergairah, Kok Sahamnya di RI Merana?|Negatif
Ternyata Ini Alasan Harga Saham GOTO Terbang 10%|Netral
Memecoin Biden Anjlok 66% Usai Mundur dari Pilpres, Kamala Naik 133%|Negatif
Tolak Tawaran Rp 372 T dari Google, Perusahaan Ini Pilih Cari Dana IPO|Netral
Naik 170% Sebulan, BEI Pelototi Megapolitan Development (EMDE)|Negatif
IHSG Kurang Tenaga, GOTO Hingga TLKM Jadi Penyelamat|Positif
Bisa Ditiru, Strategi Investasi Saham ala Peter Lynch|Netral
Ekonomi China Lesu, Proyeksi Harga Minyak Dunia Makin Suram|Negatif
Saham GOTO Tiba-Tiba Terbang 10%, Ada Apa?|Positif
Saham Tugu Pratama (TUGU) Terbang 7 Hari Beruntun, Ini Penyebabnya|Positif
Saham Bank Jumbo Bangkit, BBNI Paling Kenceng, Naik 16% Sebulan|Positif
Tak Mau Disebut Pinjol, Asosiasi Fintech Mau Godok Nama Baru|Netral
Perusahaan Sarang Burung Walet (ESTA) Mau IPO, Incar Rp 164,5 M|Positif
50 Emiten Terancam Delisting Belum Lakukan Buyback, OJK Bilang Begini|Negatif
Harga Tiba-Tiba Anjlok 56%, Saham PTMP Dipelototi Bursa|Negatif
Ada Kabar Baik dari Amerika Serikat, IHSG Dibuka Menguat|Positif
Banyak Sentimen Bayangi Pergerakan Rupiah, Dolar Turun ke Rp 16.210|Positif
Mengekor Wall Street, Bursa Asia Dibuka Menghijau|Positif
Ekonomi China Tak Pasti, Rupiah Masih Dalam Tekanan?|Negatif
Sandra Dewi Tegaskan 88 Tas Branded yang Disita Kejagung Hasil Endorse|Netral
Asing Terciduk Diam-Diam Lepas 10 Saham Ini Kala IHSG Menguat|Negatif
Gencar Ekspansi di RI, Saham BYD Malah Dilego Warren Buffett|Negatif
Deretan Taipan Ini Kompak Dukung Kamala Harris di Pilpres, Ada Soros|Netral
Pasar Tak Antusias Sambut ETF Ethereum, Kripto Terkoreksi|Negatif
10 Saham Ini Laris Diburu Asing Kala IHSG Menguat|Positif
Investor Kecewa Dengan Kinerja Big Tech, Wall Street Dibuka Merana|Negatif
Tesla Cuan Rp 14 T dalam 3 Bulan Jualan Karbon, Emiten RI Bisa Juga?|Positif
GOTO Mau Hapus Saham Hasil Buyback, Kerek Nilai Pemegang Saham|Netral
Premi Reasuransi Kabur ke Luar Negeri, Neraca Pembayaran Minus Rp 10 T|Negatif
GOTO Pensiunkan 10,26 Miliar Saham Treasuri dari Buyback & Greenshoe|Positif
Laba Sidomuncul (SIDO) Naik 35,79%, Tolak Angin Masih Jadi Andalan|Positif
Unilever Indonesia (UNVR) Bukukan Laba Rp 2,5 T di Semester I-2024|Positif
Sudah Ada 14 Bank Bangkrut Tahun 2024, Terbaru di Sidoarjo|Negatif
AP I dan AP II Digabung, Ganti Nama Jadi Angkasa Pura Nusantara|Netral
Ekonomi Hijau Punya Risiko, Ini Pesan Kadin Buat Perusahaan Reasuransi|Netral
Sosok Aguan, Konglomerat RI yang Bantu Proyek Kebanggaan Jokowi|Netral
Akuisisi, Bank Raksasa Ini Bukukan Rugi Rp 2,5 T|Negatif
Sektor Teknologi dan Infrastruktur Jadi Biang Kerok Koreksi IHSG|Negatif
Siap-Siap, Asuransi Modal Cekak Bisnisnya Bakal Terbatas|Netral
Lepas Nama Bumiputera, OJK Beri Izin Usaha BOT Finance|Netral
Pasar Tunggu Dua Data dari AS, Dolar Kembali Naik ke Rp16.210|Negatif
Ramai Bank Asing Angkat Kaki dari RI, Fenemona Apa Ini?|Negatif
Jualan Mobil Elon Musk Makin Seret, Tapi Cuan Bisnis Karbon Gacor|Netral
Terkuak, Alasan Bank Commonwealth PHK Ribuan Karyawan|Netral
Wall Street Dibuka Mixed, S&P 500-Nasdaq Masih Merana|Negatif
Ethereum ETF Meluncur, Bawa Kabar Baik Buat Investor Kripto|Positif
Cerita Satpam Balas Dendam Hingga Punya Emas & Kuasai Tanah Jakarta|Netral
Semester I, Kredit BTN Tembus Rp352,06 T, Laba Sentuh Rp1,5 T|Positif
Transaksi Kripto di RI Capai Rp 301,75 T, Naik 354,17%|Positif
Daftar 14 Bank Bangkrut Sepanjang 2024, Mayoritas Karena Fraud|Negatif
Alasan Raja Minyak AS Kompak Dukung Donald Trump, Kasih Donasi Segini|Netral
Pasar Saham Makin Merana, IHSG Anjlok Tiga Hari Beruntun|Negatif
Industri Asuransi Perlu Digitalisasi, Indonesia Re Gelar IIC 2024|Positif
Laba Bersih AKR Corporindo (AKRA) Turun Jadi Rp 1 Triliun|Negatif
Bank Raya (AGRO) Cetak Laba Rp 20 M di Semester I-2024, Terbang 116%|Positif
Saham Teknologi Diobral, Google Cs Boncos Rp 12.441 T|Negatif
Tumbuh Tangguh, Bank Raya (AGRO) Cetak Kinerja Positif di Semester I|Positif
Data Ekonomi AS Bikin Was-Was, Dolar Kembali Naik ke Rp 16.245|Negatif
GOTO Berikan Penjelasan Terkait Rencana Private Placement, Buat Ini|Netral
NPL BCA (BBCA) Naik, Ini Penyebabnya|Negatif
MUFG Tawarkan Tender Wajib Saham MFIN, Pasang Harga Rp 3.297|Netral
Heboh Asuransi Wajib Motor dan Mobil Berlaku 2025, Jokowi Buka Suara|Netral
Nasabah Tenang, Ini Jurus BRI Hadapi Ancaman Siber|Positif
IHSG Loyo Ngekor Bursa Global, 5 Saham Ini Jadi Penekannya|Negatif
BJBR Angkat Direktur Keuangan dan Direktur Ritel Baru|Netral
Hary Tanoe Borong 252,39 Juta Saham KPIG, Ada Apa?|Positif
Eks Bupati Wonogiri-Relawan Prabowo Sah Jadi Komisaris Pupuk Indonesia|Netral
OJK Hormati Putusan MA, Siap Perkuat Aturan dan Pengawasan Fintech P2P|Netral
Tumbuh Selektif dan Prudent, BRI Cetak Laba Rp29,90 T|Positif
TAMU Angkat Rahmat Sukendar Jadi Komisaris Independen|Netral
Bos BRI Buka-Bukaan Soal Kondisi Kredit UMKM, Lakukan 4 Strategi Ini|Netral
Tiga Industri Ini Bikin KB Bank Kepincut|Positif
8 Mobil & 88 Tas Mewah Disita, Intip Gurita Bisnis Harvey Moeis|Negatif
NPL BRI (BBRI) Aman, Pencadangan Tembus 211,6%|Positif
Pos Indonesia Bakal Jadi Holding BUMN Logistik, Ini Rencananya|Netral
BRI (BBRI) Curi Perhatian Dunia, Unggul dari Starbucks hingga Nissan|Positif
BRI (BBRI) Siap Tanpa Program Restruk Covid-19, Ini 2 Senjata Utamanya|Netral
Dana Pihak Ketiga BRI Tumbuh 11,61%, Ditopang Dana Murah|Positif
Borong 100 Mobil Listrik Wuling, Ini Profil Raja Tol Jusuf Hamka|Netral
Gegara China, Harga Minyak Dunia Longsor|Negatif
BRI Salurkan Kredit Rp 1.336,8 T per Juni 2024, 82% ke UMKM|Positif
IHSG Dibuka Merana, Bakal Balik Ke 7.100-an Lagi?|Negatif
BUMN Bandara Angkasa Pura Dilebur dan Mau Ganti Nama|Netral
Ekonomi AS Bikin Gundah, Dolar Tak Bergeming di Level Rp16.210|Negatif
Bursa Asia Mengekor Wall Street, Dibuka Kebakaran|Negatif
Ketidakpastian Meningkat, Rupiah Masih Rawan Melemah|Negatif
Benjamin Graham, Guru Warren Buffett & Bapak Value Investing Saham|Netral
Saat IHSG Merah, Asing Terciduk Borong Deretan Saham Konglomerat Ini|Positif
Satu Bank di Sidoarjo Bangkrut, Lagi-Lagi Karena Pemilik Lepas Tangan|Negatif
BTC Tak Sanggup Tembus US$ 66.000, Pasar Kripto Lanjut Turun|Negatif
IHSG Merah Lagi, Asing Kompak Lepas Saham Ini|Negatif
Ditopang Kredit Rp 1.336,8 T, BRI (BBRI) Cetak Laba Rp 29,9 T|Positif
BI Beri Jamu Manis, Perbankan Bakal Kebanjiran Dana Rp225 T|Positif
Inflasi PCE AS Sesuai Prediksi, Wall Street Dibuka Cerah Bergairah|Positif
Pemegang Saham Ritel BNI (BBNI) Ngegas, Jumlahnya Udah Segini|Positif
Semester I 2024, BTPN Syariah (BTPS) Cetak Laba Rp522 M|Positif
Pak Prabowo, 78% Orang Kaya Ada di Jawa! Emang Bisa Ekonomi Tumbuh 8%?|Netral
Penjualan EV Kontraksi, Emiten Grup Bakrie Ini Andalkan IKN dan BUMN|Negatif
Laba Bank Panin (PNBN) Anjlok 26,62%, Jadi Rp 1,28 Triliun|Negatif
Pabrik Cat Avian Milik Crazy Rich Surabaya Hermanto Tanoko Terbakar|Negatif
6 Ciri M-Banking Dibobol Maling dan Cara Cegahnya|Netral
Anak Usaha ASLI Terima Kontrak Proyek IKN, Segini Nilainya|Netral
Cek! Ini Saldo Minimum Tabungan BCA, BRI, BNI, Mandiri|Netral
Konferensi Bitcoin Semakin Dekat, Pasar Kripto Sambut Euforia|Positif
Krakatau Steel Suplai Baja untuk Pembangunan Istana Negara di IKN|Positif
Bos Waskita Tinjau Bendungan Jlantah & Jragung, Gimana Progresnya?|Netral
6 Crazy Rich Indonesia yang Punya Bisnis Rumah Sakit|Netral
Ikut Anjuran Nabi, Pria AS Ini Kantongi Harta Rp 118 Triliun|Netral
Debt Collector Boleh Tagih Utang Pinjol ke Rumah, Tapi...|Netral
Terungkap Alasan Sebenarnya Bank Ramai-Ramai Tutup ATM di RI|Negatif
Daftar Harta Kekayaan 7 Presiden RI, Siapa yang Terkaya dan Termiskin?|Netral
Sudah Ada 14 Bank Bangkrut Selama 2024, Ini Daftar Lengkapnya|Negatif
Banyak Gen Z Terjerat Pinjol, OJK Buka Suara|Netral
Robert Kiyosaki Prediksi 3 Aset yang Bisa Bikin Kaya Raya|Netral
Visa Kena Denda dari Bank Sentral India Gara-Gara Hal ini|Negatif
Awas Rekening Dikuras, Ini Modus Maling M-Banking|Netral
September Ceria! Potensi The Fed Pangkas Suku Bunga Menguat|Positif
Motor-Mobil Wajib Asuransi di 2025, Ini Penjelasan Jokowi dan OJK|Netral
Trump Dukung Kripto, Bitcoin Langsung Loyo|Negatif
Bukti Nyata Kiamat ATM, Terlihat dari Bank Raksasa RI|Netral
Ekonomi Sulit, Banyak Warga RI Tak Kuat Bayar Cicilan Motor|Negatif
Sampoerna (HMSP) Cetak Laba Bersih Rp 3,3 Triliun di Semester I-2024|Positif
Wah! Rupiah Digital Bisa Bikin Pekerja Migran Sejahtera|Netral
Restrukturisasi Kredit Diperpanjang Buat KUR, OJK Beri Bocorannya|Netral
OJK Sebut Bank di RI Tangguh & Stabil, Ini Bukti-Bukti Kuatnya|Netral
Semester I 2024, Laba Asuransi Tugu Pratama (TUGU) Rp452,26 M|Positif
OJK Belum Rilis Aturan Hapus Buku Kredit Macet UMKM, Apa Kendalanya?|Netral
IHSG Naik Tipis, 5 Saham Ini Jadi Penyelamatnya|Positif
Sempat Bernilai Rp 1.300 T, Emiten Mobil Listrik China Bangkrut|Negatif
Ditopang Data Center, Laba EDGE Naik 15,7% di Semester I-2024|Positif
Bisnis Fiber Tumbuh 104,9%, Laba Anak Usaha Telkom Ini Tembus Rp 1 T|Positif
Bos BI Bocorkan 'Peta Jalan' Penerapan Rupiah Digital|Netral
Investor Asing Masuk Rp 1,93 T ke Pasar RI, Dolar Turun ke Rp 16.275|Positif
Perang Tarif AS-China Bikin Emiten Lokal Ini Menang Banyak|Positif
Komisaris dan Anggota DPR Komisi IX dari PDIP Borong Saham BNBA|Positif
Kisah Habibie Bikin Dolar Bertekuk Lutut dari Rp 16.800 Jadi Rp 6.550|Netral
Ini Kata Pelaku Soal Konsorsium Asuransi Wajib Kendaraan Bermotor|Netral
Laba Pakuwon Jati (PWON) Melorot 22,97% di Semester I, Ini Penyebabnya|Negatif
IHSG Balik Lagi ke Level 7.300, Ini Saham yang Jadi Penopangnya|Positif
Digugat PKPU Rp 9,1 Miliar, Manajemen WMUU Buka Suara|Negatif
Laba PGEO Naik 3,7% di Semester I 2024, Ini Penopangnya|Positif
14 Daftar Bank Bangkrut Hingga Juli 2024|Negatif
Besaran Modal dan Syarat Lengkap Buka Usaha Alfamart|Netral
Jumlah Pengguna Melesat, Volume Transaksi BRImo Capai Rp 2.574 T|Positif
Tabungan Nasabah Tajir di RI Makin Gemuk, Naik 11,6% per Juni 2024|Positif
Jokowi Mulai Ngantor di IKN, 5 Saham Properti Ini Cerah|Positif
Orang Kaya Rajin Nabung Valas, Melesat 20,7% Jadi Rp1.388,04 T|Positif
Tersulut Minyak, Laba Emiten Pelayaran ELPI Naik 65% di Semester I|Positif
Gencar Investasi di RI, Saham Emiten Ini Malah Dilego Warren Buffett|Negatif
Laba Antam (ATNM) Turun 19,6% di Semester I 2024, Ini Penyebabnya|Negatif
Nasabah Prioritas BCA, BRI, BNI, & Mandiri Minimal Punya Duit Segini|Netral
Harga Minyak Panas Tersulut Roket yang Bombardir Israel|Negatif
IHSG Dibuka Naik 0,59%, Balik Lagi Ke 7.300-an|Positif
Dana Asing Mengalir Deras ke RI, Dolar Turun Tipis Jadi Rp16.280|Positif
Duo Hartono Tambah 300 Juta Saham di Sarana Menara (TOWR)|Positif
Bukan Ekonomi RI, Nasib Rupiah Bergantung ke Amerika!|Netral
The Fed Segera Pangkas Suku Bunga, Bursa Asia Dibuka Sumringah|Positif
Dibanding Bitcoin, Warren Buffett Pilih Investasi Lahan Pertanian|Netral
Pekan Genting dari AS, Bagaimana Nasib Rupiah?|Netral
Bukan Cuma Rokok Djarum, Ini Sumber Harta Keluarga Hartono|Netral
Simak, Ini Tips Biar Tak Ditagih Debt Collector Sampai ke Rumah|Netral
Asing Kompak Jual Saham Ini Sepanjang Pekan Lalu|Negatif
Donald Trump Janjikan Hal Ini, Pasar Kripto Berfluktuasi|Netral
Wah Asing Terciduk Banyak Belanja Saham Ini Sepanjang Pekan Lalu|Positif
Bank Jatim Sukses Raih Laba Bersih Rp 437,63 Miliar Hingga Mei 2024|Positif
Bos Astra Blak-Blakan Ungkap Biang Kerok Penurunan Laba|Netral
Laba United Tractors (UNTR) Turun 20% Jadi Rp 9,89 Triliun|Negatif
Pegadaian Bikin Produk Gadai Tanpa Bunga Buat UMKM dan Mahasiswa|Positif
Ini Kata Bos GOTO Soal Perusahaan Masih Rugi Rp 2,7 Triliun|Negatif
Harga Emas Cetak Rekor Terus, Ternyata Diborong Sosok Misterius|Netral
Meski Harga Emas Terbang, Nasabah Pegadaian Cuma Pinjam Seperlunya|Netral
Konsisten! Pendapatan Bersih GOTO Juni 2024 Naik Jadi Rp 7,74 T|Positif
Laba Blue Bird (BIRD) Stagnan Kala Pendapatan Naik 11%, Ada Apa?|Netral
Tiktok Setor Ratusan Miliar, GOTO Masih Rugi Rp 2,7 Triliun|Negatif
Laba Bersih Astra (ASII) Turun 9% Jadi Rp 15,86 T di Semester I-2024|Negatif
Kembangkan Kendaraan Listrik, M Cash Grup Kerjasama dengan IBC|Positif
Tergerus Beban Tenaga Kerja, Laba BTPN Anjlok 15,1% per Juni 2024|Negatif
IHSG Berakhir di Zona Merah Dibebani Kinerja 5 Saham Ini|Negatif
Melesat 5,8%! Laba CIMB Niaga Tercatat Rp 4,4 T di Semester I-2024|Positif
Laba Emiten Cat Crazy Rich Surabaya (AVIA) Stagnan di Semester I-2024|Netral
Bioskop Terbesar di RI Ternyata Untungnya dari Jualan Makanan|Netral
BI Ungkap 3 Biang Kerok Pelemahan Rupiah, Dolar Tembus Rp 16.295|Negatif
Tumbuh 11,9%, Kredit Maybank Indonesia (BNII) Tembus Rp 123 T|Positif
Ini Alasan China Tak Akan Kurangi Saham di Smelter & Tambang Nikel RI|Netral
Pendapatan Naik, Kok Laba ADMF Turun 6,5% di Semester I-2024?|Negatif
Jokowi Incar Durian Runtuh AS, Porsi Saham China di Nikel RI Terancam|Negatif
Gokil, Emiten Pelayaran Ini Labanya Naik 1.163% di Semester I-2024|Positif
Kisah Jim Simons, Pendiri Hedge Fund Profit Rata-Rata 60% Setahun|Netral
Laba Pegadaian Naik 38% Jadi Rp 2,9 Triliun di Semester I-2024|Positif
Beban Bunga Melambung, Laba CIMB Niaga (BNGA) Rp3,4 T per Juni 2024|Negatif
IHSG Lesu, 5 Saham Raksasa Ini yang Jadi Beban|Negatif
Jualan Paket Data Internet, Indosat (ISAT) Laba Rp 2,73 T|Positif
Pendapatan Pembiayaan Lesu, Laba Bussan Auto Finance (BAFF) Turun 64%|Negatif
Rupiah Kembali Jatuh, BI Ungkap Biang Kerok Masalahnya!|Negatif
Ada 211 Saham Masuk Papan Pemantauan Khusus FCA, Ini Daftarnya|Negatif
Keamanan Jadi Prioritas Utama, BRI Perkuat Benteng Digital|Positif
Semester I-2024, Laba Mayora (MYOR) Naik 41,12% ke Rp1,75 T|Positif
Simak! Fitur Baru di Ajaib Ini Bikin Swing Trading Makin Profit|Netral
Bos Bursa Menanti Kedatangan Pelat Merah: IPO BUMN ke Mana Aja?|Netral
Sentimen Boikot & Daya Beli, Penjualan McDonald's Anjlok|Negatif
Telkom (TLKM) Cetak Laba Rp11,76 T di Semester I-2024|Positif
Sukses Rampok Emas 960 Kg di RI, Terbongkar Akibat Ulah Istri|Negatif
Ngekor Bursa Asia, IHSG Dibuka Merana|Negatif
OJK Bicara Soal Merger & Akuisisi, Sebut Muhammadiyah hingga Muamalat|Netral
Vale Indonesia (INCO) Cetak Laba Rp 608,59 Miliar, Turun 82%|Negatif
Ekonomi China Madesu, Harga Minyak Mentah Dunia Anjlok|Negatif
Jepang & AS Jadi Sorotan, Dolar Naik ke Rp16.315/US$|Negatif
Ditopang Emas, Laba Tambang Bakrie & Salim (BRMS) Naik 67%|Positif
Bursa Asia Kompak Dibuka di Zona Merah, Siaga Satu untuk IHSG|Negatif
Commonweath PHK 1.146 Karyawan Setelah Diakuisisi OCBC, Ini Kata OJK|Negatif
Dana Asing Masuk Deras, Kekuatan Rupiah Diuji Hari Ini|Positif
"IHSG Gagal Balik ke 7.300, Asing ""Jauhi' Saham Ini"|Negatif
Pemerintah AS Pindahkan Rp32,4 Triliun, Kripto di Zona Merah|Negatif
Bos Bursa Ungkap Ketakutan IHSG, Dampaknya Lebih Ngeri dari Suku Bunga|Negatif
Asing Kompak Berburu 10 Saham Ini|Positif
Suku Bunga The Fed & BI Bakal Kompak Turun 25 Bps di Akhir Tahun|Positif
Mantap! Bumi Resources Cetak Laba US$ 84,9 Juta di Semester I-2024|Positif
Pendapatan Emiten Tol Jusuf Hamka (CMNP) Turun 41%, Ada Apa?|Negatif
LPS Siap Jamin Asuransi Wajib Kendaraan Bila Penjaminan Polis Rampung|Netral
Laba Bank Ina (BINA) Salim Rp 69 M, Jeblok 40% di Semester I-2024|Negatif
Bank Mandiri Buka-Bukaan Soal Penggunaan AI di Perbankan|Netral
Bisa Dipakai di LN, Paylater Bank Mandiri Tembus 100.000 Pengguna|Positif
Wih! Transaksi Kopra Bank Mandiri Tembus Rp 10.000 T Semester I-2024|Positif
Tertekan Suku Bunga Tinggi, BTN (BBTN) Pangkas Target Pertumbuhan Laba|Negatif
Laba Mitra Adiperkasa (MAPI) Jeblok 11,40%, Ini Penyebabnya|Negatif
Janji Luhut: Pakai Cara Ini, RI Bakal Kebanjiran Ratusan Juta Dolar AS|Netral
TASPEN Gandeng Mitsubishi, Bangun Proyek Raksasa Ini di Sudirman|Positif
Pelni Targetkan Laba Bersih Rp 250 Miliar di 2024, Ini Strateginya|Positif
Sosok Ratu Judi Dunia Berharta Ratusan Triliun Ternyata dari Israel|Netral
Laba Emiten Telko Ini Terbang 878,5%, Ini Pemicunya|Positif
Delta Dunia Makmur (DOID) Bukukan Rugi Rp 432 M di Semester I-2024|Negatif
Bisa Pesan GoFood di TikTok, Bakal Jadi Sumber Duit Baru Gojek?|Netral
Perkuat Tata Kelola, Waskita Karya (WSKT) Lakukan Hal Ini!|Positif
Laba INDF Grup Salim Anjlok 31% Pada Semester I-2024, Kenapa?|Negatif
Laba Melesat 200%, Emiten Ini Tumbuh Berlipat|Positif
Mantap! KB Bank Optimis Raih Kinerja Positif Sepanjang 2024|Positif
Penjualan Indomie Naik, Laba ICBP Malah Jeblok 38% Jadi Rp 3,53 T|Negatif
Sabda Powell Bikin Investor Happy, IHSG Menguat Nyaris 1%|Positif
Emiten Pengelola Starbucks (MAPB) Rugi Rp 50 M, Efek Boikot Israel?|Negatif
Bukan OJK, Soal Restrukturisasi KUR Dibahas 3 Menteri Ini!|Netral
The Fed Buka Suara Soal Cut Rate, Dolar Turun ke Rp 16.230|Positif
Cek Daftar Bunga Deposito Terbaru, BCA, Mandiri, BNI & BRI|Netral
Pendapatan Turun, Laba Semen Indonesia (SMGR) Susut 42% Jadi Rp 501 M|Negatif
Ini Alasan OJK Tak Akan Terbitkan Peraturan Restrukturisasi KUR|Netral
Saham Bank Mandiri Melonjak Nyaris 4% Usai Rilis Kinerja Q2 2024|Positif
Mitratel Gandeng AALTO Bawa Solusi Konektivitas HAPS di RI|Positif
Harga Sahamnya Meroket 1.021%, Laba BREN Cuma Naik 0,53%|Netral
Berkat 5 Saham Raksasa Ini IHSG Bergairah & Balik Ke 7.300-an|Positif
Laba Harita Nickel (NCKL) Lompat 80% Jadi Rp 1,8 T di Semester I-2024|Positif
Laba Bersih Adhi Karya (ADHI) Tumbuh 11% di Semester I-2024|Positif
Punya Senjata Lain, OJK Gak Keluarin Aturan Restrukturisasi KUR|Netral
Suku Bunga AS Siap Turun di September 2024, Bos BI: Bagus!|Positif
BI Ingin Transfer Antar Bank Lebih Murah, Bisa di Bawah Rp2.500?|Netral
Strategi BUMN Bikin Perusahaan Bonafide Jadi Makin Cuan|Positif
BI Luncurkan QRIS Tap, Begini Cara Pakainya!|Netral
Jelang Pergantian Pemerintahan, Intip Nasib 14 BUMN Sakit|Negatif
Ekonomi China Tak Bisa Diharapkan, Harga Komoditas Makin Suram|Negatif
5 Tahun Pimpin BUMN, Erick Kawal Restrukturisasi Hingga Transformasi|Netral
Progress Memuaskan, Waskita Pede Proyek LRT Jakarta Tepat Waktu|Positif
Investor Kompak Cabut dari Pasar Saham ke Obligasi, Kenapa?|Netral
Anak Muda Akrab Gadget Tapi Minim Literasi Keuangan, Ini Bahayanya|Negatif
IHSG Gak Jadi Happy Weekend Tertekan Kinerja Saham Blue Chip|Negatif
Sektor Keuangan RI Dinilai IMF dan Bank Dunia, Ini Hasilnya!|Netral
Duh! Anak Remaja RI Sasaran Empuk Judi Online dan Pinjol Ilegal|Negatif
BI Ungkap 3 Syarat Rupiah Digital Bisa Lahir|Netral
Dana Nasabah Aman, 99,94% Rekening di Bank Dijamin LPS|Positif
RUPSLB OCBC Indonesia Sepakati Merger Dengan Commonwealth|Netral
Bos BI Ungkap Cara Stabilkan Rupiah, Dolar Turun ke Rp 16.195|Positif
OJK Mau Bikin Anti Scam Center, Apa Itu?|Netral
OJK Persempit Ruang Gerak Judi Online, Bikin Unit Ini|Netral
Hingga Juli 2024, Penghimpunan Dana Pasar Modal Rp127,68 T|Netral
BI Bakal Terbitkan 3 Jenis Uang Sampai 2030, Apa Saja?|Netral
Soal Edukasi Keuangan, Warga Desa Tertinggal Jauh dari Orang Kota|Netral
Saham Gocap Mulai Bangkit Dari Kubur, Ini Daftarnya!|Positif
IHSG Balik Loyo, 5 Saham Ini yang Jadi Bebannya|Negatif
Indeks Literasi dan Inklusi Keuangan RI Terbaru, Segini Angkanya|Netral
Selangkah Lagi! Rupiah Digital Siap Diedarkan ke Perbankan|Positif
BI Rilis 5 Rencana Besar Sistem Pembayaran 2030, Ada Rupiah Digital|Positif
Dana Murah Menopang Peningkatan DPK BRI|Positif
OJK: Kinerja Perbankan Stabil, Kredit Tumbuh 12,36%|Positif
Bos BI Blak-blakan Alasan Dolar AS Tetap 'Strong' Saat Yen-Euro Loyo|Netral
Tak Bisa Terus-terusan Intervensi, Begini Cara BI Tenangkan Rupiah|Netral
Pengakuan Gubernur BI: Suku Bunga Acuan Harusnya Turun!|Netral
Bank Indonesia Guyur Likuiditas ke Bank Rp 255,8 T per Juni 2024|Positif
Ini Alasan Bos BI Fokus Pantau Utang AS Hingga Nilai Tukar|Netral
Bos BI Anggap Deflasi 3 Bulan Beruntun Kabar Baik, Ini Penjelasannya!|Netral
PMI Manufaktur RI Anjlok, Ini Tanggapan Sri Mulyani!|Negatif
Sri Mulyani Yakin Suku Bunga AS Akan Segara Turun, Ini Alasannya|Netral
Saham Gudang Garam (GGRM) Udah Longsor 23,12%, Efek Kinerja?|Negatif
Ramalan Sri Mulyani, BI, OJK & LPS: Ekonomi Kuartal II-2024 Bisa 5%|Netral
Kondisi Pasar Keuangan Global Tak Pasti, Sri Mulyani Ungkap Sebabnya|Negatif
