Teks|Sentimen
Investor Siap-Siap! BBRI Mau Buyback Saham Rp 3 Triliun|Positif
Asing Diam-Diam Kompak Jauhi 10 Saham Ini Kala IHSG Menguat|Negatif
Kisah Sukses Habibie Kendalikan Dolar dari Rp16.000 ke Rp6.550|Netral
Alert! Pasar Kripto Ambruk, Bitcoin Hingga Ethereum Merah Merona|Negatif
IHSG Balik ke 7.100, Asing Kompak Incar BBRI Hingga GOTO|Positif
Bursa Wall Street Dibuka Variatif Usai China Terapkan Tarif Impor|Netral
Bos Danantara: UU BUMN Jadi Landasan Kuat|Netral
Pendiri dan Tiga Direksi Erajaya (ERAA) Mengundurkan Diri|Negatif
Top! BRI Dorong 1,7 juta UMKM Naik Kelas Tiap Tahun|Positif
Ini Update Terbaru Wacana Asuransi Wajib Motor-Mobil 2025|Netral
IHSG Menguat ke 7.000-an, Emiten Konglomerat Jadi Penopang|Positif
Sah! BI Cabut Rupiah Pecahan Rp150.000 & Rp10.000 TE 1999|Netral
Perkuat Pengawasan Pinjol, OJK Lakukan Sejumlah Langkah Ini|Netral
Kasasi Pailit Ditolak MA, Sritex (SRIL) Akan Lakukan Ini|Netral
Perang Tarif AS Ditunda, Dolar Keok ke Rp 16.340|Negatif
Anak Usaha Trimegah Sekuritas (TRIM) Rombak Komisaris|Netral
Kabar Merger Grab dan GoTo Kembali Mencuat|Netral
Setelah 22 Tahun, RUU BUMN Disahkan! Ini Poin-poin yang Diatur|Netral
Pengesahan RUU BUMN Jadi Sorotan Investor, DPR Bilang Begini|Netral
Siap-Siap! Bakal Ada Revisi Besar-Besaran Polis Asuransi Sebentar Lagi|Netral
Perang Tarif Ditunda, IHSG Bangkit & Balik Ke 7.000-an|Positif
Bank Mega Syariah Salurkan Pembiayaan Rp165 M ke Perusahaan Hashim|Positif
6 Raja Tambang Batu Bara di Indonesia|Netral
Soal Peran Erick Thohir di Danantara, Sufmi Dasco Bilang Begini|Netral
Ada Danantara di UU BUMN, Ini Penjelasan Erick Thohir|Netral
Jensen Huang Lego Besar-Besaran, Saham Nvidia Ambruk|Negatif
OJK Terbitkan Aturan Tentang Rahasia Bank, Ini Isinya|Netral
Harga Minyak Turun Usai Trump Melunak Soal Tarif ke Meksiko & Kanada|Positif
Tok! UU BUMN Disahkan DPR|Netral
RUU BUMN Segera Disahkan, Ini Poin-poinnya|Netral
Harga Saham Naik Tajam, BEI Gembok Saham WIFI, SSMS dan PURI|Negatif
IHSG Tiba-Tiba Melesat 1%, Gegara Trump Plin-plan Soal Tarif?|Positif
Robert Kiyosaki Ramal Pasar Saham Dunia Akan Ambruk Bulan ini|Netral
IHSG Melesat Usai Meksiko & Kanada Berhasil 'Menjinakkan' Trump|Positif
Trump Tunda Perang Dagang, Dolar Turun ke Rp 16.360|Positif
Bursa Asia Dibuka Hijau Usai Trump Tunda Tarif ke Meksiko & Kanada|Positif
Danantara Segera Dibentuk, Dipegang Langsung Erick Thohir|Netral
Asing Diam-Diam Borong Saham BBRI & BBNI Kala IHSG Merah|Positif
OJK Kejar Bos Pinjol Bangkrut di LN, Minta Bantu Interpol-Cabut Paspor|Negatif
BI Beberkan Biang Kerok yang Bikin Rupiah Terpuruk ke Rp 16.430/US$|Negatif
Sosok Hashim Djojohadikusumo, Pengusaha Besar Adik Prabowo|Netral
Bursa Wall Street Dibuka Tak Berdaya, Apa Sebabnya?|Negatif
UU BUMN Jadi Sentimen Positif Investor, Saham Himbara Diramal Naik|Positif
Danantara Harus Jadi Korporasi Bukan BUMN, Eks Bos BI Ungkap Alasannya|Netral
Bank Mandiri (BMRI) Pamer Kredit UMKM Tumbuh di Atas Industri|Positif
INA, SMF, dan LPI Disebut Bakal Gabung ke Danantara|Netral
Dua Kali Kena Digembok Bursa, Surge (WIFI) Buka Suara|Negatif
OJK Bubarkan Dapen Inti, Ini Tim Likuidasinya|Netral
Laba XL Axiata (EXCL) Naik 44% Sepanjang 2024, Ini Penyebabnya|Positif
Grup Salim Ekspansi Bisnis, Bikin Perusahaan Baru|Positif
Kopra by Mandiri Raup Pendapatan Rp2,4 T, Naik 8% Sepanjang 2024|Positif
Digugat PKPU, Bukalapak (BUKA) Tegaskan Tak Akan Bayar Pakai Dana IPO|Negatif
Ditekan Perang Tarif AS-China, IHSG Turun 0,7%|Negatif
Vikram Sinha & Visi Berdayakan Indonesia Lewat Transformasi Digital|Positif
Bank Mandiri Catat Portofolio Berkelanjutan Melesat 10,8% Jadi Rp293 T|Positif
Rupiah Kembali Perkasa, Dolar Ditutup Turun ke Rp16.280|Positif
Siap-Siap, BNI (BBNI) Mau Buyback Saham Rp905 Miliar|Positif
Cara Tukar Koin Rp150.000 & Rp10.000 Usai Ditetapkan Tak Lagi Berlaku|Netral
Bank Mandiri Tahun Ini Bakal Agresif Dominasi DPK dan Kredit Industri|Positif
Ajaib Luncurkan Investasi Saham AS, Promo Biaya Transaksi 0%|Positif
Techno9 (NINE) Ungkap Rencana Akuisisi Perusahan Tambang Singapura|Netral
IHSG Tak Kunjung Bangkit hingga Sesi I, 295 Saham Turun|Negatif
Harga Minyak Labil Usai China Balas Tarif AS|Negatif
UU BUMN Sah, Danantara Kelola Seluruh Aset BUMN|Netral
XL Axiata & Smartfren Merger, Valuasi Tembus Rp104 T! Ini Respon Pasar|Positif
Ekonomi RI Tumbuh 5% di 2024, IHSG Tak Bergeming dari Zona Merah|Positif
Ekonomi RI Tumbuh 5%, Dolar Lanjut Turun ke Rp16.310|Positif
Cetak Laba Rp55,8 Triliun, Ini Bocoran Dividen Bank Mandiri (BMRI)|Positif
Livin Dorong Rasio Dana Murah Bank Mandiri (BMRI) Jadi 80%|Positif
Danantara Sah Dibentuk, Ini Tanggapan Pengamat Hingga Bos Besarnya|Netral
Bank Mandiri Salurkan Kredit Rp1.670,55 T Sepanjang 2024, Lompat 19,5%|Positif
Kinerja Fundamental Solid, BRI Optimis Tumbuh Berkelanjutan|Positif
Robert Kiyosaki Beberkan Cara Kaya di Usia Tua|Netral
Sempat Rp16.430, Dolar AS Sudah Balik Lagi ke Rp16.280|Positif
GOTO Bantah Isu Merger dengan Grab|Netral
Breaking! Bank Mandiri (BMRI) Cetak Laba Rp55,78 T Sepanjang 2024|Positif
Rupiah Lanjut Tunjukkan Taji, Dolar Dibuka Turun ke Rp16.280|Positif
Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Lesu|Negatif
BI Cabut Rupiah Pecahan Rp150.000, Bisa Ditukar Sampai 2035|Netral
Sambut Pagi dengan Cerah, Bursa Asia Dibuka Hijau|Positif
Baru Dicabut BI, Koin Rp10.000 TE 1999 Dijual Rp29,5 Juta|Netral
10 Poin Penting RUU BUMN yang Resmi Disahkan Jadi Undang-Undang|Netral
RI Ternyata Punya Rupiah Pecahan Rp150.000, Ini Sejarahnya|Netral
IHSG Menguat, Saham Ini Paling Banyak Dilepas Asing|Negatif
Hari Ini Mau Ada Laporan Penting, Harga Sahamnya Lagi Diskon Banyak|Positif
IHSG Berbalik Hijau, Asing Serbu Saham Ini|Positif
Wall Street Dibuka Menguat Meski Laporan Perusahaan Beragam|Positif
OJK Terbitkan Aturan Pengembangan dan Penguatan Transaksi Lembaga Efek|Netral
OJK Cabut Izin Usaha PT Sarana Sulut Ventura|Negatif
Taspen Cetak Laba Rp 1,2 T Sepanjang 2024|Positif
Dapen Pupuk Kaltim Nyangkut di Jiwasraya, Begini Kronologinya|Negatif
DPR Dorong Aset Bentjok Cs Dipakai Buat Bayar Pensiunan Jiwasraya|Netral
Bos BSI (BRIS) Beberkan Strategi Bisnis Tahun Ini, Ada yang Disiapkan|Netral
BSI (BRIS) Punya Izin Bullion Sebentar Lagi|Netral
Bos BSI (BRIS): Bank Syariah Tumbuh Lebih Baik Dibanding Konvensional|Positif
Prabowo Panggil Rosan ke Istana, Bahas Mobil Listrik Made in Indonesia|Netral
IHSG Terkapar ke 6.800-an, Analis Tunjuk Donald Trump|Negatif
IHSG Ambruk 2% Lebih, Sentuh Level Terendah Sejak 24 Juni 2024|Negatif
Bos Jiwasraya Ungkap Fraud Rp257 M di Dana Pensiun Pemberi Kerja|Negatif
BRI, Mandiri, BNI, dan BTN Bakal Gelar RUPS di Maret, Ini Jadwalnya|Netral
Tantangan Digitalisasi Taspen: Banyak Pensiunan Gaptek & Takut Ketipu|Netral
Data Penting AS Masih Solid, Dolar Ditutup Naik ke Rp16.325|Negatif
Likuiditas Jadi Isu Lagi, BSI (BRIS) Ungkap Punya Sumber Dana Unik|Netral
Jadi Bank Terbesar ke-6, BSI Kebanjiran Dana Murah|Positif
Pangsa Pasar Perbankan Syariah Naik, BSI Kuasai 40% Lebih|Positif
Wamenkeu Thomas Djiwandono Dilantik Jadi ADK OJK Ex-officio|Netral
Alert! IHSG Ambruk 2% Lebih, Investor Pasar Modal Waswas?|Negatif
Rupiah Lanjut Tertekan, Dolar Balik Arah Naik ke Rp16.330|Negatif
IHSG Ambruk Hampir 2%, Analis Sepakat Soal Ini|Negatif
Jelang Rilis Kinerja 2024, Saham BRIS Menguat Saat Bank Lain Merana|Positif
RI Ternyata Punya Koin Rp10.000, Harga Jual Tembus Puluhan Juta|Netral
Likuiditas Jadi Momok! Saham Perbankan Besar Ambruk|Negatif
IFG Life Bayar Rp17,8 T Polis Nasabah Jiwasraya Sepanjang 2024|Positif
IHSG Ambruk Nyaris 2%, Ini Saham Biang Keroknya|Negatif
Analisis Penyebab IHSG Ambles Nyaris 2% Hingga Balik ke Level 6.800|Negatif
Breaking! IHSG Mendadak Ambruk 1,7%, Merosot ke Level 6.900-an|Negatif
Intip Peluang Cuan dari Saham Kala Pasar Waswas Perang Dagang|Netral
Waspada Investasi Bodong, Kenali Ciri-cirinya!|Netral
Presiden Iran Ajak Anggota OPEC Bersatu, Harga Minyak Rebound|Positif
Bulog Angkat Sudaryono Jadi Dewan Pengawas, Prihasto Jadi Direktur|Netral
Genjot Tabungan Haji, Bank Mega Syariah Berangkatkan 330 Jamaah Umrah|Positif
Cek, Segini Setoran Awal Buka Rekening BRI, BCA, Mandiri & BNI|Netral
Ada Protes Peralihan Pengawasan Kripto, Bos OJK Buka Suara|Netral
Rupiah Menguat Usai BPS Rilis Data PDB, Dolar Turun ke Rp 16.260|Positif
IHSG Dibuka Melemah Lagi, Nyaris Terkoreksi ke Level 6.900|Negatif
Harga Saham Terbang, BEI Gembok Saham SMDM, MLPT dan CLAY|Negatif
Bursa Asia Dibuka Hijau Mengekor Kinerja Positif Wall Street|Positif
BSI (BRIS) Cetak Laba Rp 7 Triliun di 2024, Melonjak 23%|Positif
Asing Diam-Diam Rajin Serok Saham Tambang Kala IHSG Merah|Positif
BlackRock Luncurkan ETF di Eropa, Bitcoin Rebound Tipis-tipis|Positif
Ekonomi RI Tumbuh 5,03% di 2024, Ini Respons Bankir|Positif
IHSG Lesu Lagi, Asing Kompak Jauhi Saham Big Cap|Negatif
Permintaan Kredit Dari 4 Sektor Ini Lesu Selama 2024|Negatif
Emiten Tambang Sinar Mas (DSSA) Dapat Kredit Rp1 T dari BNI|Positif
Ekonomi AS Panas, BI Ramal The Fed Cuma Sekali Pangkas Suku Bunga|Netral
Sorotan Investor Saat IHSG Anjlok: APBN Dipangkas & Likuiditas Kering!|Negatif
Bikin IHSG Ambruk, Analis Beberkan Alasan Asing Banyak Jual Saham Bank|Negatif
RI & China Sepakat Tinggalkan Dolar AS|Netral
David Hidayat Borong 5,5 Juta Saham SIDO, Rogoh Kocek Rp3,18 Miliar|Positif
Calon Emiten Siap-Siap,Ini Langkah OJK Buat Kawal Kualitas Saham IPO|Positif
IHSG Ambruk Lagi! Nyaris Ditutup Turun 2% Hari Ini|Negatif
BI Cabut Insentif Likuiditas Sektor Hilirisasi Minerba|Negatif
Bank Muamalat Jadi Listing Saham? Ini Jawaban Bos OJK|Netral
Cadangan Devisa Naik US$0,4 Miliar, Dolar Akhirnya Turun ke Rp16.270|Positif
PT Timah Pecat Karyawan yang Sindir Honorer Pakai BPJS di RS|Negatif
Masa Jabatan Susdiyarto Sebagai Komisaris Hutama Karya Berakhir|Netral
Ini 9 POJK Baru di Sektor, Atur Multifinance hingga Pinjol|Netral
Transaksi Kripto RI Sudah Tembus Rp556 T, OJK Ungkap Tantangannya|Netral
Waduh, IHSG Paling Jeblok di Asia!|Negatif
Netanyahu Sebut Negara Palestina Bisa Berdiri di Wilayah Arab Saudi|Netral
IHSG Terkapar Lagi Gegara Saham Grup Konglomerat Ambruk|Negatif
Multifinance Siap-Siap Pesta, Program Prabowo Bawa Kabar Gembira|Netral
Pemerintah Tambah Utang, Cadangan Devisa Naik Jadi US$156,1 M|Negatif
Pasar Khawatir Soal AS-China, Harga Minyak Lanjut Anjlok|Negatif
Hashim Djojohadikusumo Janji Tidak Divestasi Saham WIFI|Netral
MIND ID Buka Suara Soal Persiapan IPO Inalum|Netral
Saham Bank Besar Mulai Bangkit, Sentimen Membaik?|Positif
Dikabarkan Jadi Petinggi Danantara, Ini Jawab Pandu Sjahrir|Netral
Harga Naik 100% Sebulan, BEI Gembok Saham Distributor Coca-Cola (GRPM)|Negatif
Cadangan Devisa RI Naik Tipis Jadi US$156,1 M di Januari 2025|Positif
Nasib Rupiah Masih Terancam, Trump Ciptakan 'Strong Dollar'|Negatif
Kekayaan Prajogo Pangestu Lenyap Rp 163 Triliun Dalam Hitungan Menit|Negatif
El Salvador Menyerah! Dipaksa IMF Tinggalkan Bitcoin|Netral
Analisis Penyebab IHSG Ambruk Hingga 3% Lebih|Negatif
IHSG Ambruk Lagi Hingga 2% Lebih, Deretan Saham Ini Biang Keroknya|Negatif
BREN Tiba-tiba Ambruk dan Sentuh ARB, Ada Apa?|Negatif
Nantikan Data Cadev RI, Dolar Turun Tipis ke Rp16.320|Positif
Alert! IHSG Dibuka Langsung Terkapar, Ambruk 2% Lebih|Negatif
Modal Danantara Rp 1.000 Triliun, Uangnya Diambil Dari Mana?|Netral
BRI Terapkan Strategi Pengelolaan Segmen Nasabah Berbasis Piramida|Positif
Harga Saham Naik Tak Wajar, BEI Pantau Ketat 2 Emiten Ini|Negatif
Investor Tunggu Sejumlah Data Penting, Bursa Asia Dibuka Merah|Negatif
Pertumbuhan Ekonomi RI Lesu, Bankir Ungkap Dampaknya Ke Bisnis Bank|Negatif
Tok! Jiwasraya Bakal Dibubarkan Tahun Ini|Netral
Soal Pensiunan PKT Protes Tuntut Hak, Pupuk Indonesia Buka Suara|Netral
IHSG Kebakaran, Asing Pilih Koleksi Saham BRIS dan BBRI|Positif
Ini Biang Kerok Kinerja Bank Lesu, Masih Jadi Momok di 2025|Negatif
Asing Net Sell Rp2,38 T Kala IHSG Anjlok 2%, Kompak Lego 10 Saham Ini|Negatif
Pria Ini Berulang Kali Kena PHK, Malah Sukses Berharta Rp494 Miliar|Netral
Berita Duka: Dileep, Petinggi Senior Bumi Resources Meninggal Dunia|Negatif
Menteri LH Ungkap Alasan Bursa Karbon Sepi, Lakukan Langkah Ini|Netral
Penasaran Kenapa Tuyul Tak Curi Uang di Bank? Ini Penjelasannya|Netral
Bank Mandiri Jaga Pertumbuhan Aset Pakai Strategi Ini|Positif
Erick Thohir Angkat Mayjen TNI Novi Helmy Prasetya Jadi Dirut BULOG|Netral
Rahasia 57 Ton Emas Soekarno di Swiss Akhirnya Terbongkar|Netral
Pembantu Nekat Habiskan Gaji Buat Beli Saham, Tak Disangka Malah...|Netral
Cuan 28 M Gegara Nguping Istri, Suami Dipenjara-Istri Kena PHK|Netral
Dunia Tahun Ini Kembali Gelap, Tiga Aset Ini Bisa Jadi Juru Selamat|Netral
IHSGAnjlok 5,16% Sepekan, Investor Kencangkan Sabuk Pengaman|Negatif
Toko Kue Raksasa di Jepang Mau Bikin Pabrik di RI|Positif
Ini 5 Pejabat Kabinet Merah Putih Terkaya, Raffi Ahmad Urutan Berapa?|Netral
Disebut Punya Emas 57 Ton Emas, Kekayaan Soekarno Dibongkar Keluarga|Netral
Cara Jual Emas Antam, Simak Langkah-Langkah Berikut|Netral
Negara Kecil Ini Tiba-Tiba Jadi Kaya, Cuma Gara-Gara Bitcoin|Netral
Rincian Biaya Admin Terbaru BRI, BNI, BTN, dan Bank Mandiri|Netral
10 Gudang Emas Terbesar di Dunia, Salah Satunya Ada di RI|Netral
Tokoh Raja Muslim Terkaya Sepanjang Sejarah, Punya Harta Rp 8.000 T|Netral
Duet Erick & Ara Gandeng Swasta Bangun 123.000 Rumah|Positif
Novi Helmy Prasetya Jabat Dirut Bulog, Ini Penjelasan Erick Thohir|Netral
MNC Land (KPIG) Buka Suara Terkait Penyegelan KEK Lido|Netral
5 Orang Paling Tajir RI Kekayaan Turun, Hartanya Menguap Triliunan|Netral
IHSG Ambruk Lagi, Kurang dari Sebulan Sudah Ambles Hampir 10%|Negatif
Alasan di Balik Amblesnya Saham Big Banks|Negatif
Efek Perang Dagang Makin Panas, Dolar Naik ke Rp 16.340|Negatif
Dulu Kaya Berkat Bitcoin, Negara Kecil Ini Justru Dapat Warning IMF|Netral
Bursa Saham RI Ambruk 5% Dalam Sepekan, Ini Kata Bos BTN|Negatif
Indosat (ISAT) Cetak Laba Rp 4,9 Triliun Sepanjang 2024, Melesat 9%|Positif
Erwin Ciputra Borong 500.000 Saham Petrosea (PTRO)|Positif
Harga Minyak Mentah Naik, Terdampak Kebijakan Tarif Baru Trump|Negatif
Karyawan Tetap Cuma 4 Orang, Emiten TGUK Buka Suara|Netral
Ini Penyebab IHSG Longsor 2% Pada Pagi Ini|Negatif
Update Spin Off BTN Syariah, Paling Cepat Rampung April 2025|Netral
Bank Mandiri Aktif dalam Perdagangan Karbon Internasional|Positif
Likuiditas Jadi Tantangan, BTN Dorong Pertumbuhan Kredit Lewat Ini|Netral
Analisis Penyebab IHSG Ambruk, Outflow Hingga Kondisi Ekonomi|Negatif
IHSG Terjun Bebas, Bisa ke 6.500? Ini Kata Para Analis|Negatif
IHSG Babak Belur Lagi, Saham BREN Anjlok 14% & CUAN Sentuh ARB|Negatif
Breaking! IHSG Anjlok 2% Lebih, 2 Saham Prajogo Turun Tajam|Negatif
Terjerat Kasus Jiwasraya, Harta Isa Rachmatawarta Rp 38,97 M|Negatif
Cara Blokir KTP yang Didaftarkan Pinjol Ilegal Sepihak|Netral
Isa Rachmatarwata Jadi Tersangka Korupsi Jiwasraya, Telkom Buka Suara|Negatif
Rupiah Kembali Terkoreksi, Dolar Naik ke Rp16.290|Negatif
Suspensi Baru Dibuka Sehari, BEI Gembok Lagi Saham SMDM|Negatif
Breaking, IHSG Dibuka Ambruk 1% Lebih Balik ke Level 6.600|Negatif
Kripto Koreksi Berjamaah, Tapi Orang Ini Malah Siap Serok BTC|Netral
Saldo Minimum Rekening Bank Mandiri, BRI & BNI per 10 Februari 2025|Netral
Mengenal JS Saving Plan, Produk Jiwasraya yang Jerat Dirjen Anggaran|Netral
Waspada Perang Dagang - Data Genting AS, Rupiah Masih Rawan Melemah!|Negatif
Asing Diam-diam Lego 10 Saham Ini Kala IHSG Ambruk 5,16% Sepekan|Negatif
Awas Terjerat Pinjol Ilegal, Ini 97 Pindar yang Terdaftar OJK|Netral
IHSG Merana Pekan Lalu, Asing Pilih Borong 10 Saham Ini|Positif
Menteri Ara Klaim Bos AC Ventures Pandu Sjahrir Gabung BPI Danantara|Netral
Bukan Cuma Bank Himbara, Erick Harap Bank Swasta Dukung 3 Juta Rumah|Netral
Bos Mandiri (BMRI) Ungkap 4 Sektor Investasi Strategis yang Dibidiknya|Netral
Ini Strategi OJK Berantas Fraud di Sektor Jasa Keuangan|Netral
Bos OJK Blak-Blakan Soal Alasan MI Bisa Masuk Bisnis Dana Pensiun|Netral
Bos OJK Ungkap Soal Skema Patungan Asuransi Komersil & BPJS Kesehatan|Netral
Investor Jangan Panik, Naruh Duit di RI Masih Menarik! Ini Alasannya|Netral
OJK Ungkap Potensi Pasar Keuangan Derivatif|Netral
Kredit UMKM Bank Terpuruk, Ini Penjelasan OJK|Negatif
Cegah Fraud dan Penipuan, OJK Luncurkan SIPELAKU|Positif
Industri Jasa Keuangan Raih Kinerja Positif, OJK Paparkan Target 2025|Positif
Wakil Ketua OJK Buka-Bukaan Soal 3 Tugas Baru Lembaganya|Netral
Tokenisasi Andalan Baru OJK Dukung Pertumbuhan Jasa Keuangan Nasional|Positif
OJK Ungkap Masih Ada 10 Fintech P2P Modal Cekak|Negatif
IHSG Terus Tertekan, Bos Bank Mandiri, BRI & BNI Kompak Bilang Gini|Negatif
IHSG Ambruk 1,75% Masih Tertekan Kinerja Emiten Besar|Negatif
Bank Digital Grab-Emtek Superbank Tepis Isu IPO Tahun Ini|Netral
Duit Rp700 Miliar di Rekening Ludes Gara-Gara Modus Penipuan Ini|Negatif
OJK: Target Pertumbuhan Kredit 9%-11% Realistis|Netral
Kebijakan Trump Bikin Rupiah Merana, Dolar Naik Lagi ke Rp16.370|Negatif
Raksasa Migas 'Nyungsep' Berjemaah, Laba 2024 BP Cs Anjlok hingga 97%|Negatif
Ekonomi Menantang, Bos BEI Waspada Sentimen Global Goyang Pasar Saham|Negatif
Wamen Tiko Beri Bocoran Laba BUMN 2024|Netral
Indonesia Peringkat 3 Global Crypto Adoption Index, Ini Kata Bos OJK|Netral
OJK: Kripto Bukan Komoditas Lagi tapi Aset Keuangan|Netral
Wamen BUMN Bicara Soal Pengurus Danantara, Ada Pandu Sjahrir?|Netral
Bangun Rumah Sakit Internasional, Mayapada Siapkan Capex Rp 2 T|Positif
Wamen BUMN Ungkap Laba BUMN 2024 Turun Gara-Gara Ini|Negatif
Likuiditas Jadi Momok! Bank Mandiri Banting Setir Pakai Strategi Ini|Netral
Tok, Grup Shopee Batal Masuk ke Hibank Milik BNI (BBNI)|Negatif
Cegah Fraud, OJK Akan Perketat Pengawasan Terkait Profesi di SJK|Netral
Saham Bank Jumbo Ambruk, Bos BNI (BBNI): Tunggu Saja Pasti Balik|Negatif
Analisis Penyebab IHSG Ambruk 10% Dalam Tiga Pekan|Negatif
Tarif Trump Naik, Harga Minyak Stabil di Tengah Ancaman Perang Dagang|Positif
Dukung Program MBG, OJK Siap Lakukan Hal Ini!|Positif
OJK: Target Penghimpunan Dana di Pasar Modal Tahun Ini Rp220 T|Netral
Wamen BUMN: Danantara Meluncur Bulan Depan|Netral
Gak Perlu Minder, OJK Siapkan Ini Biar MBR Bisa KPR|Netral
OJK Catat Pinjaman Fintech P2P Lending Tumbuh 29,14% di 2024|Positif
Breaking! IHSG Ambles Lagi 1% Tertekan Kinerja Saham-Saham Ini|Negatif
Indeks Keyakinan Konsumen BI Melambat, Jadi 127,2 di Januari 2025|Negatif
Pay Later Laku Keras, OJK Catat Sudah Rp 28,94 T|Positif
Anggaran IKN Gak Ada dan Diblokir, Investor Beri Respons Tak Terduga|Negatif
OJK Ramal Kredit Tumbuh 9-11% di 2025, DPK 6-8%|Netral
OJK Ungkap Isu Tenaga Kerja Formal & Daya Beli Jadi Tantangan 2025|Negatif
2025 Bukan Tahun Mudah, Bos OJK Bilang Gini di Depan Para Bankir Kakap|Netral
OJK: Situasi 2025 Juga Tidak Lebih Mudah|Netral
OJK: Sepanjang 2024 Bank Tumbuh Sesuai Target|Positif
OJK: Kita Patut Bersyukur Ekonomi Tumbuh 5,03%|Positif
Rupiah Belum Bertenaga, Dolar Dibuka Naik Tipis ke Rp16.350|Negatif
IHSG Masih Lanjut Koreksi, Dibuka Turun 0,2%|Negatif
Siap-Siap, BRI Mau Buyback Saham Rp 3 Triliun Sebentar Lagi|Positif
Merdeka Copper (MDKA) Terbitkan Obligasi Jumbo Rp2,8 T Buat Ini|Positif
Elon Musk Tawar OpenAI, Nilainya Capai Rp1.591 T|Netral
IHSG Ambruk 4 Hari, Kemarin Asing Kompak Incar Saham Ini|Positif
Pemilik Teguk (TGUK), Ada Banyak Gerai tapi Cuma Punya 4 Karyawan|Netral
407 Saham Turun, Asing Kabur Lagi Bawa Rp 921 Miliar|Negatif
Menengok Potensi Pasar Keuangan Derivatif, Bakal Cerah?|Netral
Jiwasraya Bubar Tahun Ini, OJK Ungkap Nasib Pembayaran Pensiunannya|Netral
Tambang Emas Disegel Warga, Bumi Resources Minerals (BRMS) Buka Suara|Negatif
Ngamuk, IHSG Melesat 1,74% Usai Terkapar 5 Hari Beruntun|Positif
BEI Ungkap Investor Bakal Bisa Short Sell 10 Saham Ini|Netral
Produsen Baterai Terbesar Dunia CATL Mau IPO Rp 80 Triliun|Positif
Pasar Tunggu Data Inflasi AS, Dolar Tertekuk Turun ke Rp16.360|Positif
Sosok Miriam Adelson, Dokter yang Jadi Ratu Judi Dunia|Netral
Anggaran IKN Diblokir, Taipan RI Buka Suara Soal Nasib Investasinya|Netral
Perbankan & Multifinance Bagi-Bagi Kue Penyaluran Pay Later|Positif
Punya Payung Hukum, Bisnis Bullion Kian Menjanjikan! Cek Faktanya|Netral
Direktur Amar Bank R. Eka Banyuaji Resign|Netral
Regulasi Makin Jelas, Aset Kripto Punya Potensi Cerah di RI|Positif
Penuh Tantangan, Bos BRI: Tahun Ini Tidak Cukup Hanya Hati-Hati|Netral
Dorong Ekonomi Berkelanjutan, Bank Mandiri Gelar MIF 2025|Positif
BRI Buka Suara Soal UU BUMN dan Pembentukan Danantara|Netral
Pulang Kerja Pakai Helikopter! Ini Sosok Caroline Riady, Bos RS Siloam|Netral
OCBC Indonesia (NISP) Mau Buyback Saham Rp 800 Juta|Positif
Investor Tunggu Kinerja Keuangan, Saham Telkom (TLKM) Melesat 5%|Positif
Tembus Rp 60 Triliun, BRI Jadi Bank Dengan Laba Terbesar di RI|Positif
Bos BRI Bocorkan Dividen Tahun 2024 Bisa Sampai 85% Laba|Positif
Bos BRI Blak-Blakan Soal Alasan Buyback Saham Rp 3 Triliun|Netral
Layani UMKM, BRI Cetak Laba Rp 60,64 Triliun|Positif
Stok Minyak Mentah AS Tumpah-Tumpah, Harga Minyak Dunia Turun|Positif
Bangun Pabrik US$ 200 Juta, Cheetos Bakal Kembali Dijual|Netral
IHSG Lemas & Asing Kabur Bawa Uang Rp4,7 T, Ini Pesan OJK|Negatif
Menteri Erick Ajak Bank Swasta Ikut Permudah Akses KPR|Positif
BRI (BBRI) Bidik Pertumbuhan Kredit 7%-9% Tahun Ini|Positif
Permintaan Emas Global 5.000 Ton, Ini Potensi Bullion Punya Pegadaian|Netral
Pengguna Aplikasi BRImo Naik 22%, Nilai Transaksi Tembus Rp5.596 T|Positif
Pasar Kripto Memerah, tapi Koin Ini Justru Menguat|Positif
BRI Salurkan Kredit Rp1.355 Triliun Tahun 2024, Dorong Aset Naik 1,42%|Positif
Sentimen dari AS Bikin Rupiah Kuat, Dolar Turun Tipis ke Rp16.340|Positif
Bursa Asia Dibuka Sumringah, Kecuali Shanghai China|Positif
IHSG Dibuka Bangkit, Bakal Makin Perkasa?|Positif
Pandu Sjahrir Bergabung dengan Danantara|Netral
Pendapatan Tembus Rp329,96 T, Bos BPJS: Kita Tak Akan Bangkrut|Positif
Asing Borong BBRI hingga BRIS Saat IHSG Makin Terpuruk|Positif
Terlibat Program 3 Juta Rumah, Pandu Sjahrir Ungkap Peran Danantara|Netral
Menanti Inflasi AS Malam Ini, Badai Rupiah Belum Usai!|Negatif
Danantara Bakal Danai Proyek Hilirisasi, Bank Mandiri Ikut Serta|Positif
BRI dan BNI Kompak Buyback Saham, Bank Mandiri Ikut?|Positif
Asing Kabur Bawa Rp4,7 T, IHSG Sudah Ambruk 8%|Negatif
BTN Laporkan Laba Turun Jadi Rp 3 T, Aset Naik 7% Sepanjang 2024|Negatif
BRI (BBRI) Cetak Laba Rp60,64 T Sepanjang 2024|Positif
Perdagangan Karbon Khusus Industri Bakal Diwajibkan untuk 4 Sektor Ini|Netral
